"作答ID","用户ID","开始时间","结束时间","作答总时长(秒)","作答渠道","发布ID","问卷发布名称","IP","经度","纬度","省份","城市","设备类型","操作系统类型","浏览器类型","屏幕分辨率","随机元素","您好。感谢您参与本次学术研究。本研究旨在了解用户对数字游戏产品说明的看法。您将阅读一个游戏产品说明，并根据自己的真实想法回答若干问题。本问卷仅用于学术研究，所有数据将匿名处理，不涉及对错。整份问卷大约需要3至5分钟。","作答时长(毫秒)","您通常玩数字游戏的频率是？","作答时长(毫秒)","请想象您正在浏览一个数字游戏平台，并看到以下一款新上线的付费叙事角色扮演游戏。请仔细阅读该产品页面，并根据您的第一印象回答后续问题。游戏名称：永恒回响游戏类型：付费叙事角色扮演游戏价格：68元游戏简介：进入一个充满古代遗迹、隐秘势力和分支剧情的奇幻世界。探索不断展开的地图，与独特角色互动，做出有意义的选择，并揭开影响你旅程走向的秘密游戏特色：分支剧情与角色关系系统世界探索与任务系统多重对话选项沉浸式奇幻世界观","作答时长(毫秒)","请想象您正在浏览一个数字游戏平台，并看到以下一款新上线的付费叙事角色扮演游戏。请仔细阅读该产品页面，并根据您的第一印象回答后续问题。游戏名称：永恒回响游戏类型：付费叙事角色扮演游戏价格：68元游戏简介：进入一个充满古代遗迹、隐秘势力和分支剧情的奇幻世界。探索不断展开的地图，与独特角色互动，做出有意义的选择，并揭开影响你旅程走向的秘密。游戏特色：分支剧情与角色关系系统世界探索与任务系统多重对话选项沉浸式奇幻世界观说明：本游戏使用生成式人工智能，在游戏开发阶段预先生成了部分对话、剧情事件和世界内容；玩家游玩时，人工智能不会继续参与这些内容的生成。","作答时长(毫秒)","请想象您正在浏览一个数字游戏平台，并看到以下一款新上线的付费叙事角色扮演游戏。请仔细阅读该产品页面，并根据您的第一印象回答后续问题。游戏名称：永恒回响游戏类型：付费叙事角色扮演游戏价格：68元游戏简介：进入一个充满古代遗迹、隐秘势力和分支剧情的奇幻世界。探索不断展开的地图，与独特角色互动，做出有意义的选择，并揭开影响你旅程走向的秘密。游戏特色：分支剧情与角色关系系统世界探索与任务系统多重对话选项沉浸式奇幻世界观说明：本游戏使用生成式人工智能，在玩家游玩过程中实时生成部分对话、游戏事件和世界内容。","作答时长(毫秒)","该产品页面表明，这款游戏使用了生成式人工智能。","作答时长(毫秒)","该产品页面表明，生成式人工智能主要是在游戏开发阶段预先生成了部分游戏内容。","作答时长(毫秒)","该产品页面表明，生成式人工智能主要是在玩家游玩过程中实时生成游戏内容。","作答时长(毫秒)","我觉得这款游戏体现了大量的人类创作努力。","作答时长(毫秒)","我觉得这款游戏的制作投入了大量的人类努力。","作答时长(毫秒)","我觉得这款游戏是经过人类精心打磨而成的。","作答时长(毫秒)","我觉得这款游戏凝聚了相当多的人类劳动。","作答时长(毫秒)","我觉得这款游戏给人一种新颖的感觉。","作答时长(毫秒)","我觉得这款游戏是一种新鲜而令人兴奋的游戏产品。","作答时长(毫秒)","我觉得这款游戏代表了一种新颖的数字游戏形式。","作答时长(毫秒)","我会考虑购买这款游戏。","作答时长(毫秒)","我购买这款游戏的意愿较高。","作答时长(毫秒)","我购买这款游戏的可能性较高。","作答时长(毫秒)","如果这款游戏现在可以购买，我会有兴趣购买它。","作答时长(毫秒)","您最多愿意为这款游戏支付多少钱？请填写金额（单位：元）","作答时长(毫秒)","我通常愿意尝试使用新技术的产品。","作答时长(毫秒)","我通常对技术创新持积极态度。","作答时长(毫秒)","我对融入人工智能的产品感兴趣。","作答时长(毫秒)","我通常喜欢叙事型角色扮演游戏。","作答时长(毫秒)","我对这种类型的游戏比较熟悉。","作答时长(毫秒)","这种类型的游戏符合我的个人兴趣。","作答时长(毫秒)","我对生成式人工智能技术比较熟悉。","作答时长(毫秒)","我了解生成式人工智能在数字产品中的典型用途。","作答时长(毫秒)","为确保您认真作答","作答时长(毫秒)","您的性别是？","作答时长(毫秒)","您的年龄是？","作答时长(毫秒)","您的最高学历是？","作答时长(毫秒)","您平均每周玩数字游戏的时长约为？","作答时长(毫秒)"
"lxolokxrEvg","RMWd42E7","2026-04-27 22:14:00","2026-04-27 22:15:49","109","数据集市","ABJV7z","数字游戏产品评价研究","39.144.87.40","114.8539300","38.7844090","河北省","承德市","MOBILE","Android","Chrome","392px*800px","块 3","1","1000","4","3816","","","1","1000","","","7","32542","6","3306","3","4296","5","5162","4","3666","5","3877","5","3029","7","1651","6","3774","5","2111","5","1412","6","1124","5","1592","6","2435","68","3644","6","4683","7","1476","6","1520","5","1157","6","2148","5","587","5","1930","7","3514","1","815","2","1953","4","690","4","1624","4","3849"
"NRwawZP92Ev","p7YKlN8e","2026-04-27 22:12:10","2026-04-27 22:15:48","218","数据集市","ABJV7z","数字游戏产品评价研究","123.130.157.19","121.2391570","37.5627570","山东省","烟台市","MOBILE","Android","Chrome","361px*801px","块 2","1","1000","5","9368","1","1000","","","","","1","52433","1","983","2","607","6","2792","7","1515","5","1409","7","1693","7","950","6","1002","6","855","7","1073","5","1947","7","449","6","10065","80","16888","6","1276","7","507","4","1775","7","1372","5","12023","7","1141","7","917","6","1527","1","4463","1","1748","3","931","3","1254","3","1127"
"WPdNdx1Klx4","7lOadVJM","2026-04-27 22:11:55","2026-04-27 22:15:45","230","数据集市","ABJV7z","数字游戏产品评价研究","39.144.78.210","116.1766870","39.8086690","北京市","市辖区","MOBILE","Android","Chrome","360px*792px","块 3","1","1000","3","9289","","","1","1000","","","7","30062","7","21934","1","14124","4","32409","4","2932","5","11697","4","2438","6","1692","6","1074","7","3325","6","1294","5","3811","5","568","6","55875","68","7466","7","2343","6","1420","6","3462","7","1018","6","866","6","1638","5","1637","5","3943","1","1579","2","3497","3","1189","4","1368","3","2629"
"mnZ5ZaJGajd","qM6oGZV7","2026-04-27 22:12:02","2026-04-27 22:15:43","221","数据集市","ABJV7z","数字游戏产品评价研究","117.179.68.195","128.9012950","47.7297300","黑龙江省","伊春市","MOBILE","Android","Chrome","362px*795px","块 2","1","1000","3","6131","1","1000","","","","","2","60211","1","13873","1","6940","7","5848","5","5424","6","3279","6","2356","7","2289","7","2445","7","4237","5","8128","6","6480","7","2229","7","4310","68","8127","7","9179","6","7043","5","17031","7","3943","7","3471","7","3488","6","5424","7","2464","1","4723","1","3068","3","1632","3","1833","3","8662"
"WPdNdxxapKX","5M2QNZke","2026-04-27 22:13:09","2026-04-27 22:15:41","152","数据集市","ABJV7z","数字游戏产品评价研究","122.195.38.39","119.9530360","31.7269370","江苏省","常州市","MOBILE","Android","Chrome","361px*801px","块 2","1","1000","5","1750","1","1000","","","","","3","8803","1","446","3","245","6","4901","5","234","7","746","6","1094","7","235","4","249","6","759","5","235","5","683","7","727","6","830","100","2448","7","837","4","245","6","267","5","668","7","276","6","657","5","2457","7","254","1","939","1","1160","3","725","3","1024","5","1804"
"nNPOPlGrBdR","4en12YmL","2026-04-27 22:12:19","2026-04-27 22:15:40","201","数据集市","ABJV7z","数字游戏产品评价研究","220.200.240.107","106.2721731","38.4334813","宁夏回族自治区","银川市","MOBILE","iOS","Apple WebKit","402px*874px","块 3","1","1000","5","5311","","","1","1000","","","6","26018","5","4533","2","1487","5","1133","6","784","7","765","6","851","5","2185","6","515","6","1302","7","716","7","617","5","733","6","784","100","7462","6","1464","7","708","5","1809","6","735","6","683","7","749","5","685","7","783","1","885","2","2166","3","616","3","1165","5","3502"
"vNrBr1ymnQn","z7AGzPze","2026-04-27 22:13:22","2026-04-27 22:15:37","135","数据集市","ABJV7z","数字游戏产品评价研究","39.144.158.165","118.2646750","33.9778650","江苏省","宿迁市","MOBILE","Android","Chrome","370px*816px","块 2","1","1000","4","2572","1","1000","","","","","4","25863","4","9719","4","1312","5","4650","6","3867","5","4037","6","646","6","1379","5","1922","6","6156","5","1142","6","2347","5","1384","6","1163","68","2359","6","851","5","1207","6","2454","6","1950","6","976","5","1556","5","1013","6","1042","1","1560","2","1666","3","718","3","1528","3","1198"
"mnZ5ZEZOz2p","RMW0XYE7","2026-04-27 22:12:24","2026-04-27 22:15:35","191","数据集市","ABJV7z","数字游戏产品评价研究","117.181.167.230","110.6603150","24.2557600","广西壮族自治区","贺州市","MOBILE","Android","Chrome","360px*804px","块 3","1","1000","3","3451","","","1","1000","","","6","60503","3","29837","1","6278","5","5764","5","4193","6","2224","6","2626","6","4171","7","3391","6","3236","7","4653","6","3053","7","1374","6","4795","38","9879","6","3182","7","1709","6","2153","6","2376","7","1919","6","5166","7","4825","6","2495","1","1542","2","2617","3","1314","2","1955","1","8834"
"nNPOPEqV9ZN","epD9V43e","2026-04-27 22:12:30","2026-04-27 22:15:34","184","数据集市","ABJV7z","数字游戏产品评价研究","139.214.222.66","128.1504650","43.4947270","吉林省","延边朝鲜族自治州","MOBILE","Android","Chrome","393px*851px","块 4","1","1000","5","2038","","","","","1","1000","7","36106","1","1084","6","2982","3","3615","1","1473","2","1402","1","1463","6","1466","5","833","7","790","6","750","6","750","5","286","7","836","68","3683","6","874","5","868","7","410","6","820","5","2981","7","1973","6","388","5","986","1","1476","1","43716","3","636","4","1235","5","2702"
"Q4yOy6nPvZb","Mr51VX6e","2026-04-27 22:13:10","2026-04-27 22:15:34","144","数据集市","ABJV7z","数字游戏产品评价研究","39.144.154.146","119.5656150","31.7433920","江苏省","常州市","MOBILE","Android","Chrome","367px*814px","块 2","1","1000","3","6614","1","1000","","","","","4","49786","5","6554","5","9707","4","4818","4","2364","4","1368","3","3232","5","3211","5","2950","4","3025","2","1991","2","2095","2","1281","2","3293","10","5362","5","6008","5","1293","7","1675","7","1717","7","2023","4","2064","7","3902","5","2774","1","3089","2","2542","2","769","3","1384","3","6995"
"XOnmnQ4QYdD","M9XBVVRe","2026-04-27 22:12:44","2026-04-27 22:15:34","170","数据集市","ABJV7z","数字游戏产品评价研究","110.230.134.98","114.9748330","38.7391020","河北省","保定市","MOBILE","Android","Chrome","412px*915px","块 2","1","1000","5","14574","1","1000","","","","","1","47100","1","479","1","720","7","1051","7","1196","7","569","7","21240","7","3192","7","562","7","596","5","1794","5","528","5","13894","5","507","68","4712","6","8044","6","826","6","1709","6","1469","6","1190","6","6823","3","1645","3","8644","1","4004","2","6883","3","2786","3","2043","2","10754"
"lxoloB111j4","L0mQ4Oje","2026-04-27 22:13:52","2026-04-27 22:15:32","100","数据集市","ABJV7z","数字游戏产品评价研究","121.49.189.25","102.8222730","24.8484370","云南省","昆明市","MOBILE","Android","Chrome","321px*708px","块 3","1","1000","4","8496","","","1","1000","","","6","20644","7","2168","2","2935","5","6523","5","2630","5","2476","5","1360","6","1985","4","1068","5","3010","3","6065","2","1390","2","1628","3","2628","18","4516","5","2087","6","4238","3","967","3","3182","2","939","3","3587","7","2561","6","2089","1","1284","2","2176","2","578","3","1845","3","2521"
"NRwawxrrydb","7aQwPpO7","2026-04-27 22:12:54","2026-04-27 22:15:31","157","数据集市","ABJV7z","数字游戏产品评价研究","119.39.127.109","113.0765760","28.1847940","湖南省","长沙市","MOBILE","Android","Chrome","360px*800px","块 3","1","1000","4","3239","","","1","1000","","","5","14134","6","12443","6","810","7","982","4","408","5","890","5","346","6","1764","6","2498","7","680","5","1039","5","1098","6","454","6","1087","50","6925","6","1261","5","392","5","462","7","835","6","330","6","1206","7","382","5","860","1","1344","2","1643","2","366","3","1455","2","1218"
"mnZ5ZEoodq4","MDP6O6QM","2026-04-27 22:13:16","2026-04-27 22:15:27","131","数据集市","ABJV7z","数字游戏产品评价研究","121.31.246.76","111.3288220","24.5445400","广西壮族自治区","南宁市","MOBILE","Android","Chrome","360px*780px","块 4","1","1000","3","8379","","","","","1","1000","6","19388","6","28272","6","2115","6","2152","6","7496","6","1390","6","1433","6","1396","7","1303","6","2647","6","1156","6","2815","6","1171","6","887","69","16638","6","1231","7","1222","6","1284","6","605","5","4232","6","2891","5","1949","6","1636","1","2373","1","2069","4","1634","3","1886","3","3106"
"nNPOPEB84OA","xLVgBGPe","2026-04-27 22:12:04","2026-04-27 22:15:26","202","数据集市","ABJV7z","数字游戏产品评价研究","120.9.119.125","114.6014786","36.6467768","河北省","邯郸市","MOBILE","iOS","Apple WebKit","414px*896px","块 2","1","1000","3","9115","1","1000","","","","","3","64939","3","4699","3","4136","6","7827","6","282","6","1589","6","602","6","1609","6","1433","6","1432","5","25215","5","449","5","1078","5","2148","68","16006","5","7229","6","1788","6","1842","6","5126","6","966","6","1124","6","604","6","1621","1","2601","2","3940","6","1145","3","1873","2","29252"
"gnzdzwNXg15","kM1j9Oy7","2026-04-27 22:12:47","2026-04-27 22:15:25","158","数据集市","ABJV7z","数字游戏产品评价研究","116.171.22.114","107.6119540","28.8716060","贵州省","遵义市","MOBILE","Android","Chrome","360px*780px","块 2","1","1000","1","8400","1","1000","","","","","3","63588","4","652","5","6045","6","3412","5","3674","4","5884","5","5683","5","3554","6","1892","5","4855","6","2979","5","1980","5","3033","5","3634","38","5970","5","2058","5","1352","6","4227","5","1956","4","4039","6","2394","4","3270","3","2325","1","1547","2","2473","4","1279","3","1435","1","3517"
"NRwawrvNX2v","7XAbb8oL","2026-04-27 22:12:20","2026-04-27 22:15:25","185","数据集市","ABJV7z","数字游戏产品评价研究","183.46.6.231","112.4717280","23.0622050","广东省","佛山市","MOBILE","Android","Chrome","360px*800px","块 3","1","1000","2","7106","","","1","1000","","","5","93284","4","4269","5","1259","5","1946","5","9485","4","1524","5","1312","5","2223","5","1129","6","1804","6","2894","6","1472","5","2214","6","1806","60","11404","6","8114","5","1460","7","2125","6","1655","5","1650","6","1533","4","5778","5","1812","1","3081","2","2408","4","5042","4","1830","2","2216"
"WPdNd4EaPQr","eNQEglrL","2026-04-27 22:14:00","2026-04-27 22:15:25","85","数据集市","ABJV7z","数字游戏产品评价研究","220.166.102.78","105.3839130","28.9513610","四川省","泸州市","MOBILE","Android","Chrome","400px*890px","块 4","1","1000","2","4974","","","","","1","1000","5","11699","3","11279","5","3431","5","2766","5","994","5","2127","4","3669","6","1346","5","1241","5","859","4","1907","5","1654","5","943","4","3104","18","3174","5","3464","5","492","6","791","5","1370","5","1153","4","2998","5","1854","4","5352","1","1812","2","3429","2","669","3","1425","2","4106"
"nNPOP2AO81a","MZqx0Aje","2026-04-27 22:12:29","2026-04-27 22:15:24","175","数据集市","ABJV7z","数字游戏产品评价研究","223.104.76.222","113.3876990","22.4981340","广东省","广州市","MOBILE","Android","Chrome","373px*818px","块 3","1","1000","2","5106","","","1","1000","","","7","40408","5","1162","1","6893","3","12984","3","1069","2","1310","2","1297","3","1892","3","2278","4","1564","3","1037","3","1060","2","994","3","1725","15","10606","3","3510","4","2082","4","5461","6","1734","5","1584","5","3091","4","2510","5","3609","1","8564","2","36753","2","385","3","1643","2","1786"
"lxoloqkryP5","5LmEgDAL","2026-04-27 22:12:20","2026-04-27 22:15:22","182","数据集市","ABJV7z","数字游戏产品评价研究","113.249.73.218","106.2349930","30.1161010","重庆市","市辖区","MOBILE","Android","Chrome","393px*873px","块 4","1","1000","3","4839","","","","","1","1000","6","33002","2","24635","6","534","4","16667","5","318","4","1572","4","237","5","877","4","739","5","951","6","5661","5","226","5","764","6","757","70","11797","5","1679","6","362","5","379","5","1125","6","878","5","8212","6","785","5","314","1","810","2","2487","2","489","3","1466","2","4841"
"gnzdzwxrnG5","Mr5PvEye","2026-04-27 22:13:45","2026-04-27 22:15:21","96","数据集市","ABJV7z","数字游戏产品评价研究","112.97.202.236","114.1673316","22.9602782","广东省","广州市","MOBILE","iOS","Apple WebKit","390px*844px","块 2","1","1000","4","4188","1","1000","","","","","5","23703","4","5381","6","3215","4","2731","4","2137","4","2565","4","851","6","2286","5","1867","5","1764","4","2632","3","2137","3","2166","3","1986","10","4598","6","4817","5","1384","5","2135","1","1298","2","3732","2","1403","3","2748","3","2786","1","1850","1","2331","3","1269","2","1814","5","2885"
"NRwawrBK66W","en9DymmL","2026-04-27 22:13:11","2026-04-27 22:15:20","129","数据集市","ABJV7z","数字游戏产品评价研究","223.149.213.177","110.6537791","27.5147110","湖南省","怀化市","MOBILE","iOS","Apple WebKit","393px*852px","块 4","1","1000","4","17849","","","","","1","1000","7","46986","1","444","7","1000","6","300","6","752","6","330","6","8708","6","256","5","7690","4","688","4","247","4","283","4","253","4","1550","50","9196","5","8583","6","1344","5","483","6","283","6","702","6","216","4","8383","4","225","1","1907","2","2781","2","1652","1","2868","2","3020"
"nNPOP2ZJx6a","qM6XVyPL","2026-04-27 22:11:57","2026-04-27 22:15:18","201","数据集市","ABJV7z","数字游戏产品评价研究","183.92.126.130","110.2201300","30.2926100","湖北省","恩施土家族苗族自治州","MOBILE","Android","Chrome","360px*800px","块 3","1","1000","2","18946","","","1","1000","","","6","31061","6","73151","2","3976","6","5671","6","3553","6","1634","7","3110","7","1067","7","1581","6","1641","2","4418","1","3789","1","3130","1","7985","25","5897","6","1985","7","2750","7","1179","7","1053","5","4049","7","1132","6","1429","6","1863","1","3227","2","1819","2","435","4","1582","3","6291"
"vNrBr3b3zXQ","ebq9vqkL","2026-04-27 22:12:26","2026-04-27 22:15:17","171","数据集市","ABJV7z","数字游戏产品评价研究","153.34.207.135","120.4910124","31.3204882","江苏省","苏州市","MOBILE","iOS","Apple WebKit","375px*667px","块 2","1","1000","3","28179","1","1000","","","","","1","34329","1","621","2","565","6","1315","7","1217","6","25532","6","672","5","565","5","334","4","882","5","24869","5","515","4","700","4","334","68","3232","4","24050","5","349","6","585","6","783","4","685","6","2482","6","983","7","599","1","2051","1","4466","6","1965","3","1384","2","5900"
"XOnmnzNZg35","LGB8R5k7","2026-04-27 22:13:29","2026-04-27 22:15:14","105","数据集市","ABJV7z","数字游戏产品评价研究","36.21.10.242","120.3452870","30.3150560","浙江省","杭州市","MOBILE","Android","Chrome","360px*792px","块 2","1","1000","4","1533","1","1000","","","","","1","16199","1","347","1","3736","4","6046","6","2477","4","5594","6","5878","5","3973","5","1920","5","4129","5","1371","5","2268","4","1904","5","2358","45","8359","7","1862","6","1653","6","3001","6","747","6","2603","6","2442","6","7729","4","4109","1","952","1","3057","2","911","4","1364","4","4625"
"gnzdzqd4mwg","LGBj6lp7","2026-04-27 22:12:56","2026-04-27 22:15:12","136","数据集市","ABJV7z","数字游戏产品评价研究","117.189.30.194","106.6792915","26.5708753","贵州省","贵阳市","MOBILE","iOS","Apple WebKit","390px*844px","块 4","1","1000","3","1757","","","","","1","1000","7","63376","1","2499","7","2018","6","2065","6","1968","6","2966","6","1972","7","1215","6","2380","6","2652","6","2055","6","1912","6","316","6","3084","68","5910","7","3692","7","1584","6","1800","6","300","6","2782","6","2633","7","6518","6","3534","1","832","1","2651","3","816","3","1800","4","7834"
"mnZ5ZR60pYA","MgE9ZZJL","2026-04-27 22:11:53","2026-04-27 22:15:10","197","数据集市","ABJV7z","数字游戏产品评价研究","59.42.39.120","113.2451790","23.1466080","广东省","广州市","MOBILE","Android","Chrome","360px*804px","块 4","1","1000","5","13707","","","","","1","1000","7","55385","6","11208","5","15348","4","5243","4","4813","5","3980","4","4098","5","2462","5","2509","5","4787","4","2714","4","3649","4","3714","4","4460","20","4794","6","7864","7","3457","6","2998","6","3227","5","3055","4","3380","4","2545","4","6022","1","3305","1","3355","4","2056","3","2184","1","4033"
"NRwawog5pgm","7XAW1Y8L","2026-04-27 22:12:13","2026-04-27 22:15:09","176","数据集市","ABJV7z","数字游戏产品评价研究","223.13.48.86","111.6865270","36.2541830","山西省","临汾市","MOBILE","Android","Chrome","381px*824px","块 4","1","1000","3","13595","","","","","1","1000","6","34087","6","3918","6","25679","5","10281","6","3896","6","4497","6","4930","6","3400","7","2389","7","2858","7","1685","7","2983","7","4579","7","3489","80","12844","7","4133","7","5186","7","1688","6","3223","5","3106","6","2150","6","1950","6","2562","1","1960","2","1970","4","969","3","2363","2","8971"
"WPdNdzQ84YE","DMxE2Q97","2026-04-27 22:12:23","2026-04-27 22:15:08","165","数据集市","ABJV7z","数字游戏产品评价研究","183.228.189.228","106.5455348","29.7458592","重庆市","市辖区","MOBILE","iOS","Apple WebKit","390px*844px","块 4","1","1000","3","2687","","","","","1","1000","5","33486","2","22008","6","7786","3","2254","3","2571","2","1915","2","1534","1","1618","2","1783","3","4990","3","1784","2","3452","2","1332","1","1819","20","8235","2","2557","4","4783","4","2820","5","1951","4","668","4","1236","5","1549","5","3999","1","4038","2","3969","3","1201","4","1348","2","32945"
"WPdNdznjjdJ","2MdJpVZL","2026-04-27 22:12:45","2026-04-27 22:15:08","143","数据集市","ABJV7z","数字游戏产品评价研究","39.144.95.36","112.7191060","37.7461820","山西省","太原市","MOBILE","Android","Chrome","360px*800px","块 4","1","1000","3","1627","","","","","1","1000","6","12094","3","2891","6","2272","5","3016","5","1579","5","2974","5","1387","3","1555","3","3476","3","1582","3","1949","2","2699","2","300","2","1609","30","3970","7","3057","6","1947","6","47511","5","6024","5","3638","5","5581","3","14703","3","4648","1","1942","1","2425","2","1013","3","1312","2","1774"
"Q4yOyoxjRYY","me3loWNM","2026-04-27 22:13:24","2026-04-27 22:15:06","102","数据集市","ABJV7z","数字游戏产品评价研究","125.41.66.250","113.0185660","34.3603600","河南省","郑州市","MOBILE","Android","Chrome","360px*804px","块 3","1","1000","5","5678","","","1","1000","","","5","18468","6","1679","7","3663","6","5886","5","1364","6","2043","7","1414","6","1058","5","1044","6","1250","7","1423","6","1256","5","855","6","1313","300","5294","7","4095","6","1341","5","1136","6","1915","7","952","6","1276","5","729","6","1152","1","1295","1","2014","3","913","3","1405","5","1272"
"nNPOP1OWvPA","LQ83Y4G7","2026-04-27 22:13:37","2026-04-27 22:15:01","84","数据集市","ABJV7z","数字游戏产品评价研究","112.50.45.161","119.5896590","26.6553950","福建省","宁德市","MOBILE","Android","Chrome","394px*853px","块 4","1","1000","5","1307","","","","","1","1000","7","23020","1","4707","7","1270","5","2989","5","2198","6","2338","6","2032","7","2979","7","1177","7","1278","5","1659","5","3079","5","1424","5","3860","9.99","5304","7","4242","7","825","6","2043","6","900","6","859","7","1995","6","1853","6","2692","1","2370","1","1569","2","604","3","1842","2","1870"
"XOnmn1wD6PO","G7Xn9qje","2026-04-27 22:13:02","2026-04-27 22:15:01","119","数据集市","ABJV7z","数字游戏产品评价研究","112.96.67.251","113.3657963","23.2044628","广东省","广州市","MOBILE","iOS","Apple WebKit","430px*932px","块 2","1","1000","5","4892","1","1000","","","","","1","52688","1","466","1","2066","6","1765","7","3395","7","1848","6","1800","5","3361","5","5576","4","1783","6","1764","5","1581","5","1117","6","1596","48","4532","6","2991","6","1216","4","1483","7","1497","7","1500","6","2113","5","2230","5","1700","1","765","2","1314","2","634","3","4276","3","3646"
